SampleID,EnvironmentType,GramPositiveCount,GramNegativeCount,TotalCount,ProportionGramPositive,ProportionGramNegative
S2396,Water,122,86,208,0.5865384615384616,0.41346153846153844
S2397,Plant,79,107,186,0.42473118279569894,0.5752688172043011
S2398,Water,31,135,166,0.18674698795180722,0.8132530120481928
S2399,Water,166,74,240,0.6916666666666667,0.30833333333333335
S2400,Water,65,139,204,0.31862745098039214,0.6813725490196079
S2401,Plant,108,133,241,0.44813278008298757,0.5518672199170125
S2402,Soil,72,123,195,0.36923076923076925,0.6307692307692307
S2403,Water,99,86,185,0.5351351351351351,0.4648648648648649
S2404,Soil,45,97,142,0.31690140845070425,0.6830985915492958
S2405,Water,161,126,287,0.5609756097560976,0.43902439024390244
S2406,Air,94,68,162,0.5802469135802469,0.41975308641975306
S2407,Soil,96,114,210,0.45714285714285713,0.5428571428571428
S2408,Soil,125,72,197,0.6345177664974619,0.36548223350253806
S2409,Water,79,128,207,0.38164251207729466,0.6183574879227053
S2410,Soil,49,78,127,0.3858267716535433,0.6141732283464567
S2411,Plant,140,104,244,0.5737704918032787,0.4262295081967213
S2412,Soil,39,100,139,0.2805755395683453,0.7194244604316546
S2413,Air,107,71,178,0.601123595505618,0.398876404494382
S2414,Plant,56,92,148,0.3783783783783784,0.6216216216216216
S2415,Soil,112,115,227,0.4933920704845815,0.5066079295154186
S2416,Plant,118,39,157,0.7515923566878981,0.2484076433121019
S2417,Water,95,92,187,0.5080213903743316,0.4919786096256685
S2418,Plant,83,78,161,0.515527950310559,0.484472049689441
S2419,Air,77,147,224,0.34375,0.65625
S2420,Plant,99,93,192,0.515625,0.484375
S2421,Air,87,133,220,0.39545454545454545,0.6045454545454545
S2422,Soil,72,79,151,0.4768211920529801,0.5231788079470199
S2423,Soil,91,80,171,0.5321637426900585,0.4678362573099415
S2424,Water,87,115,202,0.4306930693069307,0.5693069306930693
S2425,Air,183,82,265,0.690566037735849,0.30943396226415093
S2426,Plant,90,113,203,0.4433497536945813,0.5566502463054187
S2427,Soil,85,78,163,0.5214723926380368,0.4785276073619632
S2428,Soil,121,157,278,0.4352517985611511,0.564748201438849
S2429,Air,157,81,238,0.6596638655462185,0.3403361344537815
S2430,Plant,75,91,166,0.45180722891566266,0.5481927710843374
S2431,Plant,95,74,169,0.5621301775147929,0.4378698224852071
S2432,Water,79,86,165,0.47878787878787876,0.5212121212121212
S2433,Soil,137,105,242,0.5661157024793388,0.43388429752066116
S2434,Plant,122,93,215,0.5674418604651162,0.4325581395348837
S2435,Air,120,83,203,0.5911330049261084,0.4088669950738916
S2436,Water,75,119,194,0.3865979381443299,0.6134020618556701
S2437,Plant,103,116,219,0.4703196347031963,0.5296803652968036
S2438,Air,133,78,211,0.6303317535545023,0.3696682464454976
S2439,Air,148,118,266,0.556390977443609,0.44360902255639095
S2440,Plant,92,120,212,0.4339622641509434,0.5660377358490566
S2441,Water,117,177,294,0.3979591836734694,0.6020408163265306
S2442,Plant,131,144,275,0.4763636363636364,0.5236363636363637
S2443,Air,109,129,238,0.4579831932773109,0.542016806722689
S2444,Soil,134,69,203,0.6600985221674877,0.3399014778325123
S2445,Water,42,120,162,0.25925925925925924,0.7407407407407407
S2446,Water,119,42,161,0.7391304347826086,0.2608695652173913
S2447,Plant,102,103,205,0.4975609756097561,0.5024390243902439
S2448,Water,125,55,180,0.6944444444444444,0.3055555555555556
S2449,Plant,165,92,257,0.642023346303502,0.35797665369649806
S2450,Water,123,80,203,0.6059113300492611,0.39408866995073893
S2451,Water,52,104,156,0.3333333333333333,0.6666666666666666
S2452,Plant,70,134,204,0.3431372549019608,0.6568627450980392
S2453,Plant,122,43,165,0.7393939393939394,0.2606060606060606
S2454,Water,123,113,236,0.5211864406779662,0.4788135593220339
S2455,Plant,152,120,272,0.5588235294117647,0.4411764705882353
S2456,Soil,127,87,214,0.5934579439252337,0.40654205607476634
S2457,Plant,72,75,147,0.4897959183673469,0.5102040816326531
S2458,Plant,168,100,268,0.6268656716417911,0.373134328358209
S2459,Soil,90,100,190,0.47368421052631576,0.5263157894736842
S2460,Plant,109,96,205,0.5317073170731708,0.4682926829268293
S2461,Soil,80,87,167,0.47904191616766467,0.5209580838323353
S2462,Plant,122,94,216,0.5648148148148148,0.4351851851851852
S2463,Water,146,109,255,0.5725490196078431,0.42745098039215684
S2464,Air,144,166,310,0.4645161290322581,0.535483870967742
S2465,Air,102,128,230,0.4434782608695652,0.5565217391304348
S2466,Soil,100,94,194,0.5154639175257731,0.4845360824742268
S2467,Air,123,55,178,0.6910112359550562,0.3089887640449438
S2468,Air,93,137,230,0.4043478260869565,0.5956521739130435
S2469,Plant,131,119,250,0.524,0.476
S2470,Air,141,139,280,0.5035714285714286,0.49642857142857144
S2471,Soil,112,141,253,0.4426877470355731,0.5573122529644269
S2472,Water,84,84,168,0.5,0.5
S2473,Air,99,49,148,0.668918918918919,0.3310810810810811
S2474,Soil,142,117,259,0.5482625482625483,0.4517374517374517
S2475,Water,190,113,303,0.6270627062706271,0.37293729372937295
S2476,Plant,125,119,244,0.5122950819672131,0.48770491803278687
S2477,Water,83,135,218,0.38073394495412843,0.6192660550458715
S2478,Soil,80,131,211,0.3791469194312796,0.6208530805687204
S2479,Air,102,128,230,0.4434782608695652,0.5565217391304348
S2480,Plant,128,115,243,0.5267489711934157,0.4732510288065844
S2481,Plant,62,126,188,0.32978723404255317,0.6702127659574468
S2482,Plant,105,127,232,0.4525862068965517,0.5474137931034483
S2483,Air,120,99,219,0.547945205479452,0.4520547945205479
S2484,Water,124,96,220,0.5636363636363636,0.43636363636363634
S2485,Plant,103,77,180,0.5722222222222222,0.42777777777777776
S2486,Water,57,54,111,0.5135135135135135,0.4864864864864865
S2487,Water,146,89,235,0.6212765957446809,0.37872340425531914
S2488,Water,144,127,271,0.5313653136531366,0.46863468634686345
S2489,Plant,106,157,263,0.40304182509505704,0.596958174904943
S2490,Soil,88,85,173,0.5086705202312138,0.4913294797687861
S2491,Plant,95,133,228,0.4166666666666667,0.5833333333333334
S2492,Plant,92,100,192,0.4791666666666667,0.5208333333333334
S2493,Plant,106,102,208,0.5096153846153846,0.49038461538461536
S2494,Plant,113,117,230,0.49130434782608695,0.508695652173913
S2495,Air,62,75,137,0.45255474452554745,0.5474452554744526
S2496,Water,54,138,192,0.28125,0.71875
S2497,Soil,93,86,179,0.5195530726256983,0.48044692737430167
S2498,Plant,105,87,192,0.546875,0.453125
S2499,Plant,60,53,113,0.5309734513274337,0.4690265486725664
S2500,Water,109,105,214,0.5093457943925234,0.49065420560747663
S2501,Water,133,99,232,0.5732758620689655,0.4267241379310345
S2502,Water,86,120,206,0.4174757281553398,0.5825242718446602
S2503,Soil,129,109,238,0.542016806722689,0.4579831932773109
S2504,Water,75,115,190,0.39473684210526316,0.6052631578947368
S2505,Soil,114,114,228,0.5,0.5
S2506,Plant,67,77,144,0.4652777777777778,0.5347222222222222
S2507,Water,94,106,200,0.47,0.53
S2508,Plant,63,106,169,0.3727810650887574,0.6272189349112426
S2509,Air,98,55,153,0.6405228758169934,0.35947712418300654
S2510,Air,117,103,220,0.5318181818181819,0.4681818181818182
S2511,Plant,140,120,260,0.5384615384615384,0.46153846153846156
S2512,Plant,77,97,174,0.4425287356321839,0.5574712643678161
S2513,Air,87,91,178,0.4887640449438202,0.5112359550561798
S2514,Plant,47,82,129,0.3643410852713178,0.6356589147286822
S2515,Air,118,115,233,0.5064377682403434,0.49356223175965663
S2516,Water,73,64,137,0.5328467153284672,0.46715328467153283
S2517,Soil,74,93,167,0.4431137724550898,0.5568862275449101
S2518,Water,96,150,246,0.3902439024390244,0.6097560975609756
S2519,Water,136,123,259,0.525096525096525,0.4749034749034749
S2520,Water,72,84,156,0.46153846153846156,0.5384615384615384
S2521,Plant,134,119,253,0.5296442687747036,0.47035573122529645
S2522,Water,122,66,188,0.648936170212766,0.35106382978723405
S2523,Plant,101,129,230,0.4391304347826087,0.5608695652173913
S2524,Plant,127,107,234,0.5427350427350427,0.45726495726495725
S2525,Soil,99,98,197,0.5025380710659898,0.49746192893401014
S2526,Plant,66,71,137,0.48175182481751827,0.5182481751824818
S2527,Plant,100,106,206,0.4854368932038835,0.5145631067961165
S2528,Air,96,80,176,0.5454545454545454,0.45454545454545453
S2529,Air,65,74,139,0.4676258992805755,0.5323741007194245
S2530,Air,131,71,202,0.6485148514851485,0.35148514851485146
S2531,Soil,77,144,221,0.34841628959276016,0.6515837104072398
S2532,Air,52,31,83,0.6265060240963856,0.37349397590361444
S2533,Plant,73,122,195,0.37435897435897436,0.6256410256410256
S2534,Water,112,108,220,0.509090909090909,0.4909090909090909
S2535,Plant,134,63,197,0.6802030456852792,0.3197969543147208
S2536,Water,108,76,184,0.5869565217391305,0.41304347826086957
S2537,Air,105,71,176,0.5965909090909091,0.4034090909090909
S2538,Plant,168,114,282,0.5957446808510638,0.40425531914893614
S2539,Plant,73,138,211,0.3459715639810427,0.6540284360189573
S2540,Water,84,151,235,0.3574468085106383,0.6425531914893617
S2541,Soil,92,107,199,0.4623115577889447,0.5376884422110553
S2542,Plant,66,96,162,0.4074074074074074,0.5925925925925926
S2543,Plant,82,106,188,0.43617021276595747,0.5638297872340425
S2544,Soil,153,102,255,0.6,0.4
S2545,Soil,96,117,213,0.4507042253521127,0.5492957746478874
S2546,Soil,110,106,216,0.5092592592592593,0.49074074074074076
S2547,Air,70,143,213,0.3286384976525822,0.6713615023474179
S2548,Plant,95,171,266,0.35714285714285715,0.6428571428571429
S2549,Air,136,93,229,0.5938864628820961,0.40611353711790393
S2550,Water,84,118,202,0.4158415841584158,0.5841584158415841
S2551,Plant,155,62,217,0.7142857142857143,0.2857142857142857
S2552,Air,112,74,186,0.6021505376344086,0.3978494623655914
S2553,Water,144,133,277,0.51985559566787,0.48014440433212996
S2554,Soil,129,90,219,0.589041095890411,0.410958904109589
S2555,Plant,123,116,239,0.5146443514644351,0.48535564853556484
S2556,Air,115,81,196,0.5867346938775511,0.413265306122449
S2557,Plant,112,111,223,0.5022421524663677,0.4977578475336323
S2558,Plant,138,82,220,0.6272727272727273,0.37272727272727274
S2559,Plant,80,120,200,0.4,0.6
S2560,Soil,114,122,236,0.4830508474576271,0.5169491525423728
S2561,Air,60,139,199,0.3015075376884422,0.6984924623115578
S2562,Air,149,79,228,0.6535087719298246,0.34649122807017546
S2563,Soil,124,94,218,0.5688073394495413,0.43119266055045874
S2564,Soil,116,122,238,0.48739495798319327,0.5126050420168067
S2565,Air,84,119,203,0.41379310344827586,0.5862068965517241
S2566,Plant,100,140,240,0.4166666666666667,0.5833333333333334
S2567,Plant,114,110,224,0.5089285714285714,0.49107142857142855
S2568,Air,33,48,81,0.4074074074074074,0.5925925925925926
S2569,Water,115,118,233,0.49356223175965663,0.5064377682403434
S2570,Water,88,62,150,0.5866666666666667,0.41333333333333333
S2571,Water,141,56,197,0.7157360406091371,0.28426395939086296
S2572,Plant,123,73,196,0.6275510204081632,0.37244897959183676
S2573,Plant,120,141,261,0.45977011494252873,0.5402298850574713
S2574,Water,136,118,254,0.5354330708661418,0.4645669291338583
S2575,Water,127,106,233,0.5450643776824035,0.45493562231759654
S2576,Water,169,86,255,0.6627450980392157,0.33725490196078434
S2577,Soil,116,148,264,0.4393939393939394,0.5606060606060606
S2578,Water,143,103,246,0.5813008130081301,0.4186991869918699
S2579,Plant,149,68,217,0.6866359447004609,0.31336405529953915
S2580,Plant,99,105,204,0.4852941176470588,0.5147058823529411
S2581,Water,131,99,230,0.5695652173913044,0.43043478260869567
S2582,Plant,120,61,181,0.6629834254143646,0.3370165745856354
S2583,Plant,94,108,202,0.46534653465346537,0.5346534653465347
S2584,Plant,131,66,197,0.6649746192893401,0.3350253807106599
S2585,Water,122,56,178,0.6853932584269663,0.3146067415730337
S2586,Plant,181,106,287,0.6306620209059234,0.3693379790940767
S2587,Soil,125,114,239,0.5230125523012552,0.4769874476987448
S2588,Water,130,133,263,0.49429657794676807,0.5057034220532319
S2589,Air,141,125,266,0.5300751879699248,0.4699248120300752
S2590,Water,116,115,231,0.5021645021645021,0.49783549783549785
S2591,Plant,107,71,178,0.601123595505618,0.398876404494382
S2592,Water,104,76,180,0.5777777777777777,0.4222222222222222
S2593,Plant,57,107,164,0.3475609756097561,0.6524390243902439
S2594,Soil,90,113,203,0.4433497536945813,0.5566502463054187
S2595,Soil,152,85,237,0.6413502109704642,0.35864978902953587
S2596,Plant,122,74,196,0.6224489795918368,0.37755102040816324
S2597,Air,95,166,261,0.36398467432950193,0.6360153256704981
S2598,Plant,140,127,267,0.5243445692883895,0.4756554307116105
S2599,Air,146,62,208,0.7019230769230769,0.2980769230769231
S2600,Plant,108,119,227,0.47577092511013214,0.5242290748898678
S2601,Air,174,106,280,0.6214285714285714,0.37857142857142856
S2602,Soil,108,114,222,0.4864864864864865,0.5135135135135135
S2603,Air,94,121,215,0.4372093023255814,0.5627906976744186
S2604,Plant,110,69,179,0.6145251396648045,0.3854748603351955
S2605,Soil,110,126,236,0.4661016949152542,0.5338983050847458
S2606,Water,117,99,216,0.5416666666666666,0.4583333333333333
S2607,Plant,102,119,221,0.46153846153846156,0.5384615384615384
S2608,Air,132,105,237,0.5569620253164557,0.4430379746835443
S2609,Air,67,75,142,0.47183098591549294,0.528169014084507
S2610,Soil,106,123,229,0.462882096069869,0.537117903930131
S2611,Air,96,76,172,0.5581395348837209,0.4418604651162791
S2612,Soil,115,103,218,0.5275229357798165,0.4724770642201835
S2613,Air,41,110,151,0.271523178807947,0.7284768211920529
S2614,Water,114,141,255,0.4470588235294118,0.5529411764705883
S2615,Soil,104,77,181,0.574585635359116,0.425414364640884
S2616,Plant,52,93,145,0.3586206896551724,0.6413793103448275
S2617,Air,112,120,232,0.4827586206896552,0.5172413793103449
S2618,Plant,100,100,200,0.5,0.5
S2619,Air,143,106,249,0.5742971887550201,0.42570281124497994
S2620,Soil,107,52,159,0.6729559748427673,0.3270440251572327
S2621,Soil,117,38,155,0.7548387096774194,0.24516129032258063
S2622,Soil,134,94,228,0.5877192982456141,0.41228070175438597
S2623,Water,120,78,198,0.6060606060606061,0.3939393939393939
S2624,Plant,88,60,148,0.5945945945945946,0.40540540540540543
S2625,Air,125,134,259,0.4826254826254826,0.5173745173745173
S2626,Soil,105,144,249,0.42168674698795183,0.5783132530120482
S2627,Plant,88,110,198,0.4444444444444444,0.5555555555555556
S2628,Water,109,116,225,0.48444444444444446,0.5155555555555555
S2629,Air,60,103,163,0.36809815950920244,0.6319018404907976
S2630,Water,84,70,154,0.5454545454545454,0.45454545454545453
S2631,Plant,60,102,162,0.37037037037037035,0.6296296296296297
S2632,Water,99,117,216,0.4583333333333333,0.5416666666666666
S2633,Air,61,126,187,0.32620320855614976,0.6737967914438503
S2634,Air,110,123,233,0.4721030042918455,0.5278969957081545
S2635,Plant,131,100,231,0.5670995670995671,0.4329004329004329
S2636,Plant,125,159,284,0.44014084507042256,0.5598591549295775
S2637,Soil,61,110,171,0.3567251461988304,0.6432748538011696
S2638,Soil,58,143,201,0.2885572139303483,0.7114427860696517
S2639,Plant,82,165,247,0.3319838056680162,0.6680161943319838
S2640,Soil,97,55,152,0.6381578947368421,0.3618421052631579
S2641,Plant,55,77,132,0.4166666666666667,0.5833333333333334
S2642,Water,80,141,221,0.36199095022624433,0.6380090497737556
S2643,Air,80,80,160,0.5,0.5
S2644,Air,87,132,219,0.3972602739726027,0.6027397260273972
S2645,Soil,36,86,122,0.29508196721311475,0.7049180327868853
S2646,Plant,56,72,128,0.4375,0.5625
S2647,Soil,84,42,126,0.6666666666666666,0.3333333333333333
S2648,Air,76,72,148,0.5135135135135135,0.4864864864864865
S2649,Soil,95,146,241,0.3941908713692946,0.6058091286307054
S2650,Plant,86,109,195,0.441025641025641,0.558974358974359
S2651,Air,103,104,207,0.4975845410628019,0.5024154589371981
S2652,Plant,53,118,171,0.30994152046783624,0.6900584795321637
S2653,Air,93,113,206,0.45145631067961167,0.5485436893203883
S2654,Plant,53,137,190,0.2789473684210526,0.7210526315789474
S2655,Air,116,123,239,0.48535564853556484,0.5146443514644351
S2656,Soil,129,41,170,0.7588235294117647,0.2411764705882353
S2657,Air,74,103,177,0.4180790960451977,0.5819209039548022
S2658,Soil,96,76,172,0.5581395348837209,0.4418604651162791
S2659,Plant,114,79,193,0.5906735751295337,0.40932642487046633
S2660,Air,90,97,187,0.48128342245989303,0.5187165775401069
S2661,Plant,103,126,229,0.4497816593886463,0.5502183406113537
S2662,Water,76,114,190,0.4,0.6
S2663,Air,147,59,206,0.7135922330097088,0.28640776699029125
S2664,Soil,97,78,175,0.5542857142857143,0.44571428571428573
S2665,Water,91,108,199,0.457286432160804,0.542713567839196
S2666,Soil,123,113,236,0.5211864406779662,0.4788135593220339
S2667,Soil,118,129,247,0.4777327935222672,0.5222672064777328
S2668,Soil,51,55,106,0.4811320754716981,0.5188679245283019
S2669,Plant,132,74,206,0.6407766990291263,0.3592233009708738
S2670,Plant,93,102,195,0.47692307692307695,0.5230769230769231
S2671,Plant,45,89,134,0.3358208955223881,0.664179104477612
S2672,Plant,92,112,204,0.45098039215686275,0.5490196078431373
S2673,Plant,70,61,131,0.5343511450381679,0.46564885496183206
S2674,Soil,113,95,208,0.5432692307692307,0.4567307692307692
S2675,Water,125,105,230,0.5434782608695652,0.45652173913043476
S2676,Water,100,123,223,0.4484304932735426,0.5515695067264574
S2677,Water,82,21,103,0.7961165048543689,0.20388349514563106
S2678,Water,71,95,166,0.42771084337349397,0.572289156626506
S2679,Plant,113,144,257,0.4396887159533074,0.5603112840466926
S2680,Air,96,101,197,0.4873096446700508,0.5126903553299492
S2681,Water,60,93,153,0.39215686274509803,0.6078431372549019
S2682,Air,122,137,259,0.47104247104247104,0.528957528957529
S2683,Air,77,144,221,0.34841628959276016,0.6515837104072398
S2684,Air,117,93,210,0.5571428571428572,0.44285714285714284
S2685,Air,84,104,188,0.44680851063829785,0.5531914893617021
S2686,Water,79,104,183,0.43169398907103823,0.5683060109289617
S2687,Water,105,75,180,0.5833333333333334,0.4166666666666667
S2688,Soil,162,138,300,0.54,0.46
S2689,Air,113,76,189,0.5978835978835979,0.4021164021164021
S2690,Water,77,116,193,0.39896373056994816,0.6010362694300518
S2691,Soil,124,93,217,0.5714285714285714,0.42857142857142855
S2692,Soil,92,101,193,0.47668393782383417,0.5233160621761658
S2693,Soil,144,120,264,0.5454545454545454,0.45454545454545453
S2694,Water,55,69,124,0.4435483870967742,0.5564516129032258
S2695,Plant,150,96,246,0.6097560975609756,0.3902439024390244
S2696,Air,121,87,208,0.5817307692307693,0.4182692307692308
S2697,Air,73,84,157,0.46496815286624205,0.535031847133758
S2698,Water,65,164,229,0.2838427947598253,0.7161572052401747
S2699,Air,129,79,208,0.6201923076923077,0.3798076923076923
S2700,Air,86,82,168,0.5119047619047619,0.4880952380952381
S2701,Plant,65,112,177,0.3672316384180791,0.632768361581921
S2702,Water,105,103,208,0.5048076923076923,0.4951923076923077
S2703,Water,116,75,191,0.6073298429319371,0.39267015706806285
S2704,Plant,115,116,231,0.49783549783549785,0.5021645021645021
S2705,Soil,65,93,158,0.41139240506329117,0.5886075949367089
